street,state,city,postcode,safety_flag
2985 Yorkship Sq ,NJ  ,"Camden,",8104,FALSE
10 Railroad Ave  ,NY  ,Middletown,10940,TRUE
218 Cayuga Heights Rd ,NY  ,Ithaca,14850,FALSE
209 Torrey Pines Terrace ,CA  ,Del Mar,92014,FALSE
209 Torrey Pines Terrace ,CA  ,Del Mar,92014,TRUE
8880 Rio San Diego Drive Suite 800,CA  ,San Diego,92108,FALSE
2015 S. Westgate Ave ,CA  ,Los Angeles,90025,TRUE
"1848 Lincoln Blvd, Suite #100 ",CA  ,Santa Monica,90404,FALSE
1182 Market Street Ste. 318,CA  ,San Francisco,94102,FALSE
"1499 HUNTINGTON DR, SUITE 402 ",CA  ,SOUTH PASADENA,91030,TRUE
4661 Sierra Vista Ave # 104 ,CA  ,Riverside,92505,FALSE
650 Castro St Suite 120-370,CA  ,Mountain View,94041,TRUE
501 Folsom St - 3rd Floor ,CA  ,San Francisco,94105,FALSE
301 High Street ,NJ  ,Burlington,8016,FALSE
108 Broadway ,NJ  ,Passaic,7055,TRUE
37 Roxy Ave ,NJ  ,Edison,8820,FALSE
2640 Rt 70 Suite 2C,NJ  ,Manasquan,8736,TRUE
3020 OLD RANCH PKWY STE 100,CA  ,SEAL BEACH,90740,FALSE
"2601 W. ALMEDA AVE, STE 102 ",CA  ,BURBANK,91505,FALSE
"5014 16Th Avenue, Suite 386 ",NY  ,Brooklyn,11204,TRUE
20 West 22nd St Suite 906,NY  ,New York,10010,FALSE
225-16 95 Ave ,NY  ,Floral Park,11001,TRUE
"100 Glen Street, Suite 1 D ",NY  ,Glens Falls,12801,FALSE
354 Avenue C ,NJ  ,Bayon,7002,FALSE
18 East 50th street  ,NY  ,New York,10022,TRUE
1449 37th Street #205 ,NY  ,Brooklyn,11218,FALSE
"31515 Rancho Pueblo Rd, Ste 204 ",CA  ,Temecula,92592,TRUE
1770 POST ST # 147 ,CA  ,San Francisco,94115,FALSE
10351 Santa Monica Blvd. Ste 202 ,CA  ,Los Angeles,90025,FALSE
"100 Garden City Plaza, Suite 203 ",NY  ,Garden City,11530,TRUE
14120 Beach Blvd  Ste 180,CA  ,Westminster,92683,FALSE
146 SUTCLIFFE CIR ,CA  ,Folsom,95630,TRUE
158 Ludlow St 4th Floor,NY  ,New York,10002,FALSE
5830 Oberlin Dr. Ste 204,CA  ,San Diego,92121,FALSE
212 Clara St ,CA  ,San Francisco,94107,TRUE
1650 Broadway Suite 403,NY  ,New York,10019,FALSE
20 Jay Street Suite 1010 ,NY  ,Brooklyn,11216,TRUE
3348 SW Blvd ,NY  ,Orchard Park,14217,FALSE
2724 Soquel Avenue Suite B ,CA  ,Santa Cruz,95062,FALSE
842 Arnold Avenue  ,NJ  ,Point Pleasant,8742,TRUE
93 Sterling Pl ,NY  ,BROOKLYN,11217,FALSE
138 Golden Rod Ave ,NY  ,New York,10010,TRUE
231 W 25th Street ,NY  ,New York,10001,FALSE
531 CENTRAL PARK AVENUE SUITE 301,NY  ,Scarsdale,10583,FALSE
"26895 Aliso Creek Road, #B200  ",CA  ,Aliso Viejo,92656,TRUE
"1450 Parkside Ave, Suite 10 ",NJ  ,Trenton,8638,FALSE
350 Alberta Dr STE 210 ,NY  ,Amherst,14226,TRUE
3-27 Beach 101st St ,NY  ,Rockaway Park,11694,FALSE
90 Summit Ave ,NJ  ,Summit,7901,FALSE
10 Hilltop Circle ,NY  ,Fishkill,12524,TRUE
72-73 Main Street ,NY  ,Kew Gardens Hills,11367,FALSE
10474 Santa Monica Blvd.  Suite 435 ,CA  ,Los Angeles,90025,TRUE
307 Wave Pl ,NY  ,E Northport,11731,FALSE
79A SOUTH LIBERTY DRIVE ,NY  ,Stony Point,10980,FALSE
82 Norwood Avenue ,NJ  ,Deal,7723,TRUE
20 Commerce Drive Suite 135,NJ  ,Cranford,7016,FALSE
"50 Division Street, Suite 501 ",NJ  ,Somerville,8876,TRUE
160 Lanza Ave Ste 11  ,NJ  ,Garfield,7026,FALSE
9130 Allwood Road ,NJ  ,Clifton,7012,FALSE
PO Box 3301  ,NY  ,Saratoga Springs,12866,TRUE
2563 mast st ,CA  ,Chula Vista,91910,FALSE
3056 Burnet Ave ,NY  ,Syracuse,13206,TRUE
460 W Broadway Apt 3S #3,NY  ,New York,10012,FALSE
1354 Coney Island Ave ,NY  ,Brooklyn,11230,FALSE
746 Cavanagh Rd ,CA  ,Glendale,91207,TRUE
412 Ridge Rd ,NJ  ,Lyndhurst,7071,FALSE
425 E 4th St Ste E  ,CA  ,Long Beach,90802,TRUE
4 Elm Street ,NY  ,Nasau,12163,FALSE
83 Walnut Dr ,NY  ,Mahopac,10541,FALSE
Brooklyn Navy Yard Bldg 27 63 Flushing Avenue Unit 106,NY  ,Brooklyn,11205,TRUE
150 Broadhollow Road ,NY  ,Melville,11747,FALSE
157 Main St ,NY  ,Binghamton,13905,TRUE
1055 WDST Rd ,NY  ,Saugerties,12477,FALSE
6100 Saint Lawrence Center ,NY  ,Massena,13662,FALSE
P.O. Box 994050 ,CA  ,Redding,96099,TRUE
250 Middlefield Rd ,CA  ,Palo Alto,94301,FALSE
781 E 93Rd St ,NY  ,Brooklyn,11236,TRUE
"633 W. 5th Street, 28th floor ",CA  ,Los Angeles,90071,FALSE
125 N. Black Horse Pike  ,NJ  ,Runnemede,8078,FALSE
91 Clinton Rd ,NJ  ,Fairfield,7004,TRUE
115 Broadway Suite 1800  ,NY  ,New York,10006,FALSE
2701 DEL PASO RD STE 130-119  ,CA  ,Sacramento,95835,TRUE
19979 Stevens Creek Blvd Suite M,CA  ,Cupertino,95014,FALSE
2922 Avenue L ,NY  ,Brooklyn,11210,FALSE
75 Maiden Ln Suite 228 ,NY  ,New York,10038,TRUE
85 Broad Street 28th Floor,NY  ,New York,10004,FALSE
16787 Beach Blvd ,CA  ,Huntington Beach,92647,TRUE
144-22 76th Rd ,NY  ,Flushing,11367,FALSE
236 West 26th St Suite 605,NY  ,New York,10001,FALSE
29379 Rancho California Rd.  Suite 207 ,CA  ,Temecula,92591,TRUE
69 Lincoln Blvd Ste A339 ,CA  ,Lincoln,95648,FALSE
8731 East Old Spanish Terrace Drive Tucson ,AZ  ,Tucson,85710,TRUE
130 Euston Rd  ,NY  ,Garden City,11530,FALSE
5501 College Ave  ,CA  ,Oakland,94618,FALSE
548 South Fulton Ave ,NY  ,Mt Vernon,10550,TRUE
3776 Harlem Rd ,NY  ,Cheektowaga,14215,FALSE
548 Market St. #82617,CA  ,San Francisco,94104,TRUE
3255 Wilshire Blvd Suite  1800,CA  ,Los Angeles,90010,FALSE
"779 Cayuga Street, #2 ",NY  ,Lewiston,14092,FALSE
888-C 8th Ave. #107 ,NY  ,New York,10019,TRUE
3611 14TH AVE STE 554 ,NY  ,Brooklyn,11218,FALSE
11550 Pierce St ,CA  ,Riverside,92505,TRUE
421 Hudson Street Apt 710,NY  ,New York,10014,FALSE
3327 Noyac Road ,NY  ,Sag Harbor,11963,FALSE
PO Box 10737 ,CA  ,Oakland,94610,TRUE
995 E Green St #509 ,CA  ,Pasadena,91106,FALSE
450 Sutter St #840,CA  ,San Francisco,94108,TRUE
"4133 S. Redwood Avenue, Unit 1015 ",CA  ,Los Angeles,90066,FALSE
37114 Pine Mesa Ct ,CA  ,Yucaipa,92399,FALSE
828 Avenue Of The Americas ,NY  ,New York,10001,TRUE
223 Via De San Ysidro  ,CA  ,San Diego ,92173,FALSE
"10436 Santa Monica Blvd, Suite 3010 ",CA  ,Los Angeles,90025,TRUE
924 N. Citrus Avenue ,CA  ,Covina,91722,FALSE
1162 Suncast Lane #112 ,CA  ,El Dorado Hills,95762,FALSE
1531 Hamilton Ave.  ,CA  ,San Jose,95125,TRUE
777 Westchester Avenue Suite 101,NY  ,White Plains,10604,FALSE
97-07  63rd Rd  Apt 10K ,NY  ,Rego Park,11374,TRUE
26556 Oso Rojo ,CA  ,Mission Viejo,92692,FALSE
148 E 38TH STREET APT 4 ,NY  ,NEW YORK,10016,FALSE
603 Bergen Street ,NY  ,Brooklyn,11238,TRUE
409 Boulevard ,NJ  ,Kenilworth,7033,FALSE
675 Grand Ave  ,NY  ,Brooklyn,11211,TRUE
1 Eves Drive ,NJ  ,Marlton,8053,FALSE
3649 Erie Blvd E ,NY  ,Syracuse,13214,FALSE
"2295 Needham Rd., Suite 53 ",CA  ,El Cajon,92020,TRUE
4 BEECHWOOD ,CA  ,IRVINE,92604,FALSE
5173 Merrick Road ,NY  ,Massapequa Park,11762,TRUE
25 Taylor St ,CA  ,San Francisco,94102,FALSE
20 Pawprint  ,CA  ,Irvine,92618,FALSE
5776 Stoneridge Mall Rd. Ste 180,CA  ,Pleasanton,94588,TRUE
8274 Brewerton Rd ,NY  ,Cicero,13039,FALSE
1121 Wellington St ,CA  ,Oakland,94602,TRUE
555 east ocean blvd suite 110,CA  ,long beach,90802,FALSE
135 Main Street Suite 1300 ,CA  ,San Francisco,94105,FALSE
"594 Dean St, Suite 12 ",NY  ,Brooklyn,11238,TRUE
65 North Madison Ave Suite 200  ,CA  ,Pasadena,91101,FALSE
62 Leroy St. ,NY  ,Binghamton,13905,TRUE
23 Bank Street ,NJ  ,Bordentown,8505,FALSE
1100 Industrial Rd Suite 16,CA  ,San Carlos,94070,FALSE
3977 19th Street ,CA  ,San Francisco,94114,TRUE
25125 Madison Ave ,CA  ,Murrieta,92562,FALSE
"182 Nassau St, Suite 201 ",NJ  ,Princeton,8542,TRUE
609 Price Ave Ste 208 ,CA  ,Redwood City,94063,FALSE
P.O.Box 888 ,NJ  ,Barnegat,8005,FALSE
"2483 Old Middlefield Way, Ste 170  ",CA  ,Mountain View,94043,TRUE
177 Prince St Ste 204,NY  ,New York,10012,FALSE
584 Castro Street #227 ,CA  ,San Francisco,94114,TRUE
367 Troutman St ,NY  ,Brooklyn,11237,FALSE
4300 Stein Rd. #103  ,CA  ,Bakersfield,93309,FALSE
3001 CHAPEL AVE ,NJ  ,Cherry Hill,8002,TRUE
2175 Francisco Blvd ,CA  ,San Rafael,94901,FALSE
1133 Saratoga Avenue ,CA  ,San Jose,95129,TRUE
1553 State Route 27   Suite 3100,NJ  ,Somerset,8873,FALSE
420 N Main St #112 ,CA  ,Corona,92880,FALSE
3130 Balfour Rd STE D #160 ,CA  ,Brentwood,94513,TRUE
101 West Market Street ,NY  ,Corning,14830,FALSE
43 Cokesbury Califon Rd  ,NJ  ,Lebanon,8833,TRUE
1724 E 12th St 3RD FLOOR,NY  ,BROOKLYN,11229,FALSE
325 W. Washington St. #2319,CA  ,San Diego,92103,FALSE
200 East 36Th Street ,NY  ,New York,10016,TRUE
404 Oak Street Ste 200 ,NY  ,Syracuse,13203,FALSE
35 Main Street Suite 501 ,NY  ,Poughkeepsie,12601,TRUE
26856 Adams Ave Suite 100 ,CA  ,Murrieta,92562,FALSE
42301 10th Street West ,CA  ,Lancaster,93534,FALSE
3760 State St Suite 102,CA  ,Santa Barbara,93105,TRUE
"19782 MacArthur Blvd., Suite 225 ",CA  ,Irvine,92612,FALSE
299 Park Ave Fl 6 ,NY  ,New York,10171,TRUE
"200 N. Sepulveda Blvd., Ste 300 ",CA  ,El Segundo,90245,FALSE
1225 Rt 206 North ,NJ  ,Princeton,8540,FALSE
425 S COAST HWY ,CA  ,OCEANSIDE,92054,TRUE
1183A Broadway ,NY  ,Hewlett,11557,FALSE
700 Van Ness Ave ,CA  ,Fresno,93721,TRUE
901 Hyde Ct. ,CA  ,Costa Mesa,92626,FALSE
1807 S Catalina ave ,CA  ,Redondo Beach,90277,FALSE
313 Rt 94 S ,NY  ,Warwick,10990,TRUE
1739 Candlestick Lane ,CA  ,Newport Beach,92660,FALSE
455 Rt 306 ,NY  ,Monsey,10952,TRUE
"30 Irvin Ave, 2nd Floor ",NJ  ,Collingswood,8108,FALSE
169 5th Ave ,NY  ,Brooklyn,11217,FALSE
1136 SPRINGFIELD AVE ,NJ  ,MOUNTAINSIDE,7092,TRUE
188 Grand St #305 ,NY  ,New York,10013,FALSE
350 Townsend St #422A,CA  ,San Francisco,94107,TRUE
205 Hudson St Fl 7,NY  ,New York,10013,FALSE
703 Saratoga Road ,NY  ,Burnt Hills,12027,FALSE
1017 State Route 33 ,NJ  ,Freehold,7728,TRUE
755 Second Ave Floor 2  ,NY  ,New York,10017,FALSE
5060 Shoreham Pl #350 ,CA  ,San Diego,92122,TRUE
4 Saul Place ,NY  ,Plainview,11803,FALSE
218 Kane St ,NY  ,Brooklyn,11231,FALSE
1628 Sweetshade Cir ,CA  ,Orange,92869,TRUE
5702 Adeline St Suite B ,CA  ,Oakland,94608,FALSE
2056 West 9th Street ,NY  ,Brooklyn,11223,TRUE
45 Main Street ,NY  ,Brockport,14420,FALSE
901 Bruce Rd Suite 160,CA  ,Chico,95928,FALSE
PO Box 166 ,NY  ,Sugar Loaf,10981,TRUE
154 Baltic St ,NY  ,Brooklyn,11201,FALSE
77 SPINNEY RD ,NY  ,EAST QUOGUE,11942,TRUE
505 Cypress Point Dr Unit #218,CA  ,Mountain View,94043,FALSE
534 bloomfield Ave ,NJ  ,verona,7044,FALSE
10866 Wilshire Blvd Suite 1650 ,CA  ,Los Angeles,90024,TRUE
18 Ashdown Pl ,CA  ,Half Moon Bay,94019,FALSE
"10 Rollins Road, Suite 202 ",CA  ,Millbrae,94030,TRUE
"41-10 Bowne St, Ste L3 ",NY  ,Flushing,11355,FALSE
195 Greenpoint Ave ,NY  ,Brooklyn,11222,FALSE
610 Santa Monica Blvd. Ste 220 ,CA  ,Santa Monica,90401,TRUE
584 Castro St #782,CA  ,San Francisco,94114,FALSE
20 Nassau St Suite 406,NJ  ,Princeton,8542,TRUE
2660 SOLACE PLACE SUITE B ,CA  ,MOUNTAIN VIEW,94040,FALSE
145 Corte Madera Town Center #703,CA  ,Corte Madera,94925,FALSE
54 East River Street ,NY  ,Ogdensburg,13669,TRUE
28212 Kelly Johnson Pkwy Suite 125 ,CA  ,Valencia,91355,FALSE
2555 Flores St Suite 395,CA  ,San Mateo,94403,TRUE
4134 Adams Ave Suite 1,CA  ,San Diego,92116,FALSE
1820 NEW HACKENSACK RD. #6 ,NY  ,POUGHKEEPSIE,12603,FALSE
545 Broadway Ste 401 ,NY  ,Brooklyn,11206,TRUE
70 Bowman Road ,NJ  ,Jackson,8527,FALSE
2 Executive Park Drive ,NY  ,Albany,12203,TRUE
65-30 KISSENA BLVD CEP HALL 2 RM #2,NY  ,Flushing,11367,FALSE
110 East 9th St Suite A1169,CA  ,Los Angeles,90079,FALSE
1 BARKER AVE 4TH FL  ,NY  ,White Plains,10601,TRUE
666 Plainsboro Rd Ste 1320 ,NJ  ,Plainsboro,8536,FALSE
4615 Center Blvd Apt 4008,NY  ,Long Island City,11109,TRUE
1635 Magnolia Ave  ,CA  ,Chico,95928,FALSE
75 E Santa Clara St Floor 6,CA  ,San Jose,95113,FALSE
4250 Executive Square Ste 200,CA  ,La Jolla,92037,TRUE
1470 Moonstone ,CA  ,Brea,92821,FALSE
2598 w. Middlefield rd. ,CA  ,Mountain View,94043,TRUE
4653 Carmel Mountain Road Suite 308-134,CA  ,San Diego,92130,FALSE
3 Soundbeach Rd ,NY  ,Glen Cove,11542,FALSE
15760 Ventura Blvd Suite LL42 ,CA  ,Encino,91436,TRUE
2030 3rd St Unit 16,CA  ,San Francisco,94107,FALSE
300 Montgomery St. Ste 350,CA  ,San Francisco,94103,TRUE
252 Norman Ave APT 302 ,NY  ,Brooklyn,11222,FALSE
"2064 Quartet Loop Unit 2, ",CA  ,Chula Vista,91915,FALSE
"793 Center St, Ste 555 ",NY  ,Lewiston,14092,TRUE
1381 Castle Hill Ave ,NY  ,Bronx,10462,FALSE
5 Olive Tree Lane ,NY  ,Albany,12207,TRUE
"JLR Physical, Occupational and Speech Therapy Services ",NY  ,SARATOGA SPRINGS,12866,FALSE
3445 Orchard Park Rd ,NY  ,Orchard Park,14127,FALSE
72 Berry Street #1A,NY  ,Brooklyn,11249,TRUE
2029 Demoine Ave STE 303  ,NJ  ,Fort Lee,7024,FALSE
340 East 22nd St Apt. 2C,NY  ,New York,10010,TRUE
201 W 11th St #2f ,NY  ,New York,10014,FALSE
"c/o SOSA  149 5th Ave, 9th Floor",NY  ,New York,10010,FALSE
807 Delaware Street ,CA  ,Berkeley,94710,TRUE
1159 Howard St ,CA  ,San Francisco,94103,FALSE
4382 Western Turnpike ,NY  ,Altamont,12009,TRUE
5314 18th Avenue ,NY  ,Brooklyn,11204,FALSE
979 Leggett Avenue ,NY  ,Bronx,10455,FALSE
330 7th Ave 10 Floor,NY  ,New York,10001,TRUE
49034 Wedge Grass Terrace ,CA  ,Fremont,94539,FALSE
2600 Grand Island Blvd ,NY  ,Grand Island,14072,TRUE
4 Groesbeck place ,NY  ,Delmar,12054,FALSE
295 Central Ave ,NJ  ,Jersey City,7307,FALSE
238 Smith St ,NJ  ,Perth Amboy,8861,TRUE
PO Box 732 ,CA  ,Rancho Mirage,92270,FALSE
7801 Beverly Boulevard  ,CA  ,Los Angeles,90036,TRUE
19 Norton Place ,NY  ,Fredonia,14063,FALSE
1251 Avenue Of The Americas ,NY  ,New York,10020,FALSE
PO Box 241528 ,CA  ,Los Angeles,90024,TRUE
572 Rio Lindo Ave 204,CA  ,Chico,95926,FALSE
75 Village Drive ,NJ  ,Hamilton,8620,TRUE
1644 Abbot Kinney Blvd ,CA  ,Los Angeles,90291,FALSE
11446 Rockaway Blvd ,NY  ,South Ozone Par,11420,FALSE
26500 Agoura Rd Ste 204,CA  ,Calabasas,91302,TRUE
"24100 Narbonne Ave, Suite 204 ",CA  ,Lomita,90717,FALSE
269 F Middle Country Rd ,NY  ,Smithtown,11787,TRUE
6471 Transit Rd. ,NY  ,East Amherst,14051,FALSE
1527 STATE ROUTE 27 STE. 100 ,NJ  ,SOMERSET,88733,FALSE
451 Eichybush Road ,NY  ,Kinderhook,12106,TRUE
6070 STEVENSON BLVD. ,CA  ,FREMONT,94538,FALSE
"39 West 14th Street, Suite 505 ",NY  ,New York,10011,TRUE
350 Frank H. Ogawa Plaza Suite 701,CA  ,Oakland,94612,FALSE
10 Clayton St ,CA  ,San Francisco,94117,FALSE
710 N Mariposa St  ,CA  ,Burbank,91506,TRUE
825 Western Ave #15 ,CA  ,Glendale,91201,FALSE
27600 BOUQUET CANYON RD STE 212,CA  ,SANTA CLARITA,91350,TRUE
350 Arballo Dr Apt 2G ,CA  ,San Francisco,94132,FALSE
10971 Terry Way ,CA  ,Los Altos,94024,FALSE
425 Oak Street Suite C,NY  ,Garden City,11530,TRUE
2065 Boston Post Rd. ,NY  ,Larchmont,10538,FALSE
PO Box 2406 ,CA  ,Bakersfield,93303,TRUE
Po Box 5215 ,CA  ,Novato,94948,FALSE
835 South Ave ,NY  ,Rochester,14620,FALSE
25 Rockwood Place Suite 110 ,NJ  ,Englewood,7631,TRUE
"660 4th St., #324  ",CA  ,San Francisco,94107,FALSE
383 Route 211E ,NY  ,Middletown,10940,TRUE
"1440 Broadway, 23 Rd fl ",NY  ,New York,10018,FALSE
888 10 Ave ,NY  ,New York,10019,FALSE
711 N. Main Street Unit A ,NJ  ,Pleasantville,8232,TRUE
188 N. Union St ,NY  ,Olean,14760,FALSE
4747 Executive Dr Ste 820,CA  ,San Diego,92121,TRUE
1133 Broadway Suite 1328,NY  ,New York,10010,FALSE
160 School Street ,NY  ,Victor,14564,FALSE
2271 West Grant line Rd Ste 114,CA  ,Tracy,95377,TRUE
99 ROUTE 37 WEST ,NJ  ,TOMS RIVER,8755,FALSE
1925 Winchester Blvd Ste 204,CA  ,Campbell,95008,TRUE
261 HENRY ST ,NY  ,BROOKLYN,11201,FALSE
349 E Northfield Road Suite 202,NJ  ,Livingston,7039,FALSE
2 Shotwell St ,CA  ,San Francisco,94103,TRUE
38 Engle Road ,NJ  ,Paramus,7652,FALSE
2030 Rehrmann Dr ,CA  ,Dixon,95620,TRUE
140 Van Winkle Ave ,NJ  ,Hawthorne,7506,FALSE
16 Lowell Ave ,NY  ,Greenlawn,11740,FALSE
1477 Havenhurst Dr Unit 1,CA  ,West Hollywood,90046,TRUE
425 DIAMOND DR STE 105 ,CA  ,LAKE ELSINORE,92530,FALSE
2410 Fair Oaks Blvd. Ste. 170 ,CA  ,Sacramento,95825,TRUE
800 Newport Center Dr #150 ,CA  ,Newport Beach,92660,FALSE
6136 W Washington Blvd ,CA  ,Culver City,90232,FALSE
241 Perrara Court  ,CA  ,Roseville,95747,TRUE
537 W 25TH ST 4TH FL,NY  ,NEW YORK,10001,FALSE
23624 KIVIK ST ,CA  ,WOODLAND HILLS,91367,TRUE
10736 Jefferson Blvd Suite 782,CA  ,Culver City,90230,FALSE
30 Main St. ,NY  ,Binghamton,13905,FALSE
33 S Catalina Ave Suite 204,CA  ,Pasadena,91106,TRUE
"170 East Yorba Linda Blvd, #440 ",CA  ,Placentia,92870,FALSE
681 VIEWLAND DR ,NY  ,YORKTOWN HEIGHTS,10598,TRUE
501 Beale Street PH1D,CA  ,San Francisco,94105,FALSE
5905 Hillview Park Ave ,CA  ,Van Nuys,91401,FALSE
1201 E 6TH ST ,CA  ,BEAUMONT,92223,TRUE
10 Bridge St. ,NJ  ,Frenchtown,8825,FALSE
12 Jefferson Boulevard ,NY  ,Staten Island,10312,TRUE
60 CONKLIN ST ,NY  ,FARMINGDALE,11735,FALSE
2648 State Route 9 ,NY  ,Ballston Spa,12020,FALSE
147-17 Union Turnpike ,NY  ,Flushing,11367,TRUE
1663 Remsen Avenue ,NY  ,Brooklyn,11236,FALSE
9 Jennings Meadow Rd ,NY  ,Cold Spring Harbor,11724,TRUE
21 Butternut St ,NY  ,Lyons,14489,FALSE
29842 Sea Breeze Way  ,CA  ,Menifee,92584,FALSE
4265 Mildred Ave ,CA  ,Culver City,90066,TRUE
1554 BRENTWOOD RD ,NY  ,BAY SHORE,11706,FALSE
"1572 N. Batavia Street, Suite 1B ",CA  ,Orange,92867,TRUE
402 West Broadway Suite 1025 ,CA  ,San Diego,92101,FALSE
2900 Bristol St. Ste C208 ,CA  ,Costa Mesa,92626,FALSE
5412 Madison Ave  ,CA  ,Sacramento,95841,TRUE
PO BOX 2010  ,CA  ,Manhattan Beach,90266,FALSE
150 Natoma Station ,CA  ,Folsom,95630,TRUE
99 Powerhouse Rd. Suite 306,NY  ,Roslyn Heights,11577,FALSE
1417 Foxworthy Ave ,CA  ,San Jose,95118,FALSE
321 Main Street 1st Floor,NJ  ,Woodbridge,7095,TRUE
555 Bryant St #361 ,CA  ,Palo Alto,94301,FALSE
150 N Robertson Blvd # 224 ,CA  ,Beverly Hills,90211,TRUE
144 S 3rd St Unit 418,CA  ,San Jose,95112,FALSE
1921 Montecito Ave #5,CA  ,Mountain View,94043,FALSE
800 Wilshire Blvd Suite 200,CA  ,Los Angeles,90017,TRUE
"45 Broadway, Suite 3140 ",NY  ,New York,10006,FALSE
" 98 4th St, #103 ",NY  ,Brooklyn,11231,TRUE
96 W Houston St Frnt 1,NY  ,New York,10012,FALSE
134 Clifton Pl ,NJ  ,Jersey City,7304,FALSE
24 Fenwick Road ,NY  ,Williamsville,14221,TRUE
"219 Bowery, Floor 2 ",NY  ,New York,10002,FALSE
130 South Main Street Unit 103 ,CA  ,Sebastopol,95472,TRUE
1155 N. ROUTE 73 - SUITE H,NJ  ,Mount Laurel,8054,FALSE
Po Box 448 ,NY  ,Greenlawn,11740,FALSE
15910 Norlene Way ,CA  ,Grass Valley,95949,TRUE
181 Liberty St #3,CA  ,San Francisco,94110,FALSE
9940 Business Park Dr Suite 120,CA  ,Sacramento,95827,TRUE
3977 Rhoda Avenue ,CA  ,Oakland,94602,FALSE
48 Bi State Plaza #223 ,NJ  ,Old Tappan,7675,FALSE
1040 East Herndon Ave Ste 104 ,CA  ,Fresno,93720,TRUE
281 Clinton Park ,CA  ,San Francisco,94103,FALSE
29970 Technology Drive  Suite 216 ,CA  ,Murrieta,92563,TRUE
1081 Parsippany Blvd Suite 102,NJ  ,Parsippany,7054,FALSE
10 Huron Ave Suite 1-L,NJ  ,Jersey City,7306,FALSE
755 Sansome St Ste 450 ,CA  ,San Francisco,94111,TRUE
"27 West 24th St., Suite 303  ",NY  ,New York,10010,FALSE
345 8TH AVE  ,NY  ,New York,10001,TRUE
829 Folsom St Unit 704,CA  ,San Francisco,94107,FALSE
4125 Blackhawk Plaza Circle Suite 166,CA  ,Danville,94506,FALSE
41 E 11th St 11th floor,NY  ,New York,10003,TRUE
448-450 Manville Rd ,NY  ,PLEASANTVILLE,10570,FALSE
P.O. Box 100 ,CA  ,Keyes,95328,TRUE
56 East 5th Ave ,NJ  ,Pine Hill,8021,FALSE
3871 Piedmont Ave #57 ,CA  ,Oakland,94611,FALSE
501 New Rd ,NJ  ,Summerspoint,8244,TRUE
403 N Haddon Ave ,NJ  ,Haddonfield,8033,FALSE
833 Broadway 2nd floor,NY  ,NEW YORK,10003,TRUE
18 W 23rd Street ,NY  ,New York,10010,FALSE
114 Route 104 ,NY  ,Ontario,14519,FALSE
1355 Market Street Ste 488 ,CA  ,San Francisco,94103,TRUE
3576 Spear Ave ,CA  ,Arcata,95521,FALSE
18 Centre Dr Ste 205,NJ  ,Monroe Township,8831,TRUE
45 San Clemente Dr Ste D210C,CA  ,Corte Madera,94925,FALSE
45 Dutch Lane Road ,NJ  ,FREEHOLD,7728,FALSE
2171 HERICHO TURNPIKE #230 ,NY  ,COMMACK,11725,TRUE
85 Fifth Ave 4th Floor,NY  ,New York,10003,FALSE
508 Jersey Ave ,NJ  ,Jersey City,7302,TRUE
604 MAIN ST ,NJ  ,BELMAR,7719,FALSE
1 Sheila Drive ,NJ  ,Tinton,7724,FALSE
2578 Broadway Techtronics,NY  ,New York,10025,TRUE
19528 Ventura Blvd Suite 707  ,CA  ,Tarzana,91356,FALSE
117 W. Liberty St.Ste 5 ,NY  ,Rome,13440,TRUE
68 Stratton Road ,NY  ,Scarsdale,10583,FALSE
174 Buffalo Street ,NY  ,Hamburg,14075,FALSE
"23822 Hawthorne Blvd., Suite 100 ",CA  ,Torrance,90505,TRUE
"23822 Hawthorne Blvd., Suite 100 ",CA  ,Torrance,90505,FALSE
829 E NEW YORK AVE ,NY  ,BROOKLYN,11203,TRUE
6635 Flanders Dr ,CA  ,San Diego,92121,FALSE
717 Market St Ste 100,CA  ,San Francisco,94103,FALSE
13018 Anza Dr ,CA  ,Saratoga,95070,TRUE
398 Kings Highway East ,NJ  ,Middletown,7748,FALSE
805 S Coast Hwy ,CA  ,Oceanside,92054,TRUE
1638 Abbot Kinney Blvd 3d Floor,CA  ,Los Angeles,90291,FALSE
3031 Tisch Way 110 Plaza West ,CA  ,San Jose,95128,FALSE
38 W 89th st #3 ,NY  ,New York,10024,TRUE
"36 Phila Street, ",NY  ,Saratoga Springs,12866,FALSE
100 Grand Ave ,CA  ,Foster City,94404,TRUE
"8606 Argent Street, Suite C ",CA  ,Santee,92071,FALSE
200 Larchmont Blvd ,NJ  ,Mount Laurel,8054,FALSE
PO Box 7310 ,CA  ,Eureka,95502,TRUE
28245 Leticia ,CA  ,Mission Viejo,92692,FALSE
405 El Camino Real #429 ,CA  ,Menlo Park,94025,TRUE
320 Superior Avenue Suite 290,CA  ,Newport Beach,92663,FALSE
"142 N MILPITAS BLVD, #120 ",CA  ,Milpitas,95035,FALSE
3835 Mckinley Parkway Suite 3 ,NY  ,Buffalo,14219,TRUE
65 Shady Brooke Ln ,NJ  ,Swedesboro,8085,FALSE
2650 Ocean Parkway siute 1M ,NY  ,Brooklyn,11235,TRUE
373 Broadway ,NY  ,New York,10013,FALSE
22 GRANO ST ,NJ  ,MONROE,8831,FALSE
3301 Routes 20 & 39 Ste A ,NY  ,Dunkirk,14048,TRUE
